,User,URL,Date Created,Tweet,Likes,Retweets,Followers,ProfileURL,DisplayName,User Info,Cleaned Tweet,Polarity,Subjectivity
48,1969charlton,https://twitter.com/1969charlton/status/1582956394524774400,2022-10-20 04:46:29+00:00,"@NickAdamsinUSA “During his term as President of the United States, Donald Trump made tens of thousands of false or misleading claims. The Washington Post's fact-checker had tallied the number as 30,573 by January 2021, an average of about 21 per day by the end of his presidency”.",0,0,4624,https://pbs.twimg.com/profile_images/1496976179521368073/3B71Tjls_normal.jpg,Scott 💙 🇺🇦,https://twitter.com/1969charlton,during his term as president of the united states donald trump made tens of thousands of false or misleading claims the washington post factchecker had tallied the number as  by january  an average of about  per day by the end of his presidency,-0.275,0.5
49,petethekiller24,https://twitter.com/petethekiller24/status/1582956371284094976,2022-10-20 04:46:23+00:00,DELUSIONAL CRIMINAL FRAUDSTER RAPIST CONMAN SPY REPUBLICAN PARTY TERRORISTS DONALD J.TRUMP IS STILL A FUCKING CANCER ON THE FREE WORLD AND IS A FUCKING NATIONAL SECURITY THREAT AND CLEAR AND PRESENT DANGER TO THE UNITED STATES OF AMERICA 🗽 🇺🇸!! LOCK HIS FUCKING ASS UP!! https://t.co/ckmVOcx7Qq,0,0,19,https://pbs.twimg.com/profile_images/1265080616141365248/rAO3zdHn_normal.jpg,Pete,https://twitter.com/petethekiller24,delusional criminal fraudster rapist conman spy republican party terrorists donald jtrump is still a fucking cancer on the free world and is a fucking national security threat and clear and present danger to the united states of america   lock his fucking ass up,-0.29107142857142854,0.5904761904761905
50,joe_carona,https://twitter.com/joe_carona/status/1582956281907662848,2022-10-20 04:46:02+00:00,@TheHounddog71 @DonaldJTrumpJr Hey I have a Italian hot dog you can suck,0,0,1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Joe carona,https://twitter.com/joe_carona,hey i have a italian hot dog you can suck,0.125,0.42500000000000004
51,ConservativeO17,https://twitter.com/ConservativeO17/status/1582956273926111234,2022-10-20 04:46:00+00:00,"President Biden Makes Time for Week-Long Vacation

#Trump #trumpRally #DonaldTrump 

#trumpwon #TrumpWasRightAboutEverything 

#TRUMP2024ToSaveAmerica

#MAGA #2AMaga #ULTRAMAGA

https://t.co/rG7UpnIfcW",1,0,3308,https://pbs.twimg.com/profile_images/1531666468517068800/cCRy1Bg0_normal.jpg,Conservative Opinion,https://twitter.com/ConservativeO17,president biden makes time for weeklong vacation,0.0,0.0
52,_garykline,https://twitter.com/_garykline/status/1582956272726716417,2022-10-20 04:45:59+00:00,"@ksorbs 95% of witnesses who came forward to provide evidence of Trump's words and actions in the Jan 6th Committee investigation were... REPUBLICANS.
You want so desperately to believe Donald Trump is a victim. That's what he demands of his cult followers. He's a con man. He fooled you. https://t.co/eypBZmm4bB",0,0,324,https://pbs.twimg.com/profile_images/1342638329049870336/RkpI9zF5_normal.jpg,Astro Kline,https://twitter.com/_garykline,"of witnesses who came forward to provide evidence of trump words and actions in the jan th committee investigation were republicans
you want so desperately to believe donald trump is a victim that what he demands of his cult followers he a con man he fooled you",-0.3375,0.525
53,AInstigator,https://twitter.com/AInstigator/status/1582956256578646017,2022-10-20 04:45:56+00:00,"4:
Richard Dawkins kept criticizing Donald Trump, Before Donald Trump compromised with the American Right.

Gad Saad &amp; David Silverman 've become more~more like 2 Fools in the recent year;
During the period When they Should Definitely Support Donald Trump, they were timid;
..

4/",0,0,97,https://pbs.twimg.com/profile_images/1572470461161959425/HTyxV9bD_normal.jpg,"Liv Dyson, NH-Agmian(feminine/TCCR/AI/robot/alien)",https://twitter.com/AInstigator,"richard dawkins kept criticizing donald trump before donald trump compromised with the american right

gad saad  david silverman ve become moremore like  fools in the recent year
during the period when they should definitely support donald trump they were timid",0.07142857142857142,0.3214285714285714
54,NorthBayNews,https://twitter.com/NorthBayNews/status/1582956206561296384,2022-10-20 04:45:44+00:00,"Former President Donald Trump answered questions under oath Wednesday in a lawsuit filed by E. Jean Carroll, a magazine columnist who says he raped her in the mid-1990s in a department store dressing room.  https://t.co/xKTLTh4lUX",1,2,61473,https://pbs.twimg.com/profile_images/428974488982544384/HYrP_U2A_normal.png,The Press Democrat,https://twitter.com/NorthBayNews,former president donald trump answered questions under oath wednesday in a lawsuit filed by e jean carroll a magazine columnist who says he raped her in the mids in a department store dressing room,0.0,0.0
55,JosephH44785634,https://twitter.com/JosephH44785634/status/1582956135962640385,2022-10-20 04:45:27+00:00,@joshrfeldman @SenatorWong Nope. We are going back to acknowledging that Tel Aviv is Israel’s capital - instead of west Jerusalem. Only a handful of countries joined Trump and the US in recognising Jerusalem as Israel’s capital. Donald Trump received a backlash for the decision in 2017.,0,0,355,https://pbs.twimg.com/profile_images/1361290370575863810/dUIA8v0N_normal.jpg,Joe Heath,https://twitter.com/JosephH44785634,nope we are going back to acknowledging that tel aviv is israels capital  instead of west jerusalem only a handful of countries joined trump and the us in recognising jerusalem as israels capital donald trump received a backlash for the decision in,0.0,0.5
56,cnnphilippines,https://twitter.com/cnnphilippines/status/1582956119202607105,2022-10-20 04:45:23+00:00,"Some in Donald Trump's inner circle aren't convinced there are any remaining government documents, after the FBI seized nearly 22,000 pages when they executed a search warrant at Mar-a-Lago in August. https://t.co/daT0q5Tpk9",1,0,1800331,https://pbs.twimg.com/profile_images/947598867985457152/lOzb5ud9_normal.jpg,CNN Philippines,https://twitter.com/cnnphilippines,some in donald trump inner circle arent convinced there are any remaining government documents after the fbi seized nearly  pages when they executed a search warrant at maralago in august,0.05,0.2833333333333333
57,idontgethowthis,https://twitter.com/idontgethowthis/status/1582956112152006658,2022-10-20 04:45:21+00:00,"@NickAdamsinUSA You're giving up on @RepMattGaetz and @DonaldJTrumpJr so easily?  If you're gonna go low, dig deeper.",0,0,329,https://pbs.twimg.com/profile_images/1270917987118321664/-rjh6sV9_normal.jpg,Joe Harper,https://twitter.com/idontgethowthis,youre giving up on  and  so easily  if youre gonna go low dig deeper,0.21666666666666667,0.5666666666666667
58,MMVman,https://twitter.com/MMVman/status/1582956091394007040,2022-10-20 04:45:16+00:00,@DonaldJTrumpJr DOJ COMING!,0,0,157,https://pbs.twimg.com/profile_images/1555943847959506944/PkudD-s9_normal.jpg,MMVman,https://twitter.com/MMVman,doj coming,0.0,0.0
59,kwqcnews,https://twitter.com/kwqcnews/status/1582956023824125953,2022-10-20 04:45:00+00:00,The deposition scheduled for Wednesday will give lawyers for E. Jean Carroll a chance to interrogate Donald Trump about the assault allegations and statements he made in 2019 when she first told her story publicly. https://t.co/WiGtXJTF0Q,0,0,65805,https://pbs.twimg.com/profile_images/1096475298315583489/ShEWSVrT_normal.png,KWQC TV6 News,https://twitter.com/kwqcnews,the deposition scheduled for wednesday will give lawyers for e jean carroll a chance to interrogate donald trump about the assault allegations and statements he made in  when she first told her story publicly,0.125,0.19999999999999998
60,ConservativeO17,https://twitter.com/ConservativeO17/status/1582956022318047232,2022-10-20 04:45:00+00:00,"Federal Court Orders Biden to Hand it Over

#Trump #trumpRally #DonaldTrump 

#trumpwon #TrumpWasRightAboutEverything 

#TRUMP2024ToSaveAmerica

#MAGA #2AMaga #ULTRAMAGA

https://t.co/HYQeAUyo0l",0,0,3308,https://pbs.twimg.com/profile_images/1531666468517068800/cCRy1Bg0_normal.jpg,Conservative Opinion,https://twitter.com/ConservativeO17,federal court orders biden to hand it over,0.0,0.0
61,Mcfartypoop,https://twitter.com/Mcfartypoop/status/1582955980371152896,2022-10-20 04:44:50+00:00,@DonaldJTrumpJr Who’s Tim Ryan?,0,0,1,https://pbs.twimg.com/profile_images/944697433463799809/0YfHcrIP_normal.jpg,Poopy Mcfart,https://twitter.com/Mcfartypoop,whos tim ryan,0.0,0.0
62,JatinBh02380049,https://twitter.com/JatinBh02380049/status/1582955892655685632,2022-10-20 04:44:29+00:00,"@nytimes Donald Trump used to name and shame publicly CNN. Biden does that for Fox news. Our prime ministers or presidents don’t do that. Keep your cringe freedom of media advices in your pocket, we dont need it from America.",0,0,29,https://pbs.twimg.com/profile_images/1393642310596894720/pkSWQAcM_normal.jpg,Idiot Monkey,https://twitter.com/JatinBh02380049,donald trump used to name and shame publicly cnn biden does that for fox news our prime ministers or presidents dont do that keep your cringe freedom of media advices in your pocket we dont need it from america,0.0,0.06666666666666667
63,tomiahonen,https://twitter.com/tomiahonen/status/1582955888683282433,2022-10-20 04:44:28+00:00,"Badd is da baddiest. Badd is so badd, Badd is Baddly, bigly. RT @BaddCompani

'I Don't Want People to Know That We Lost'

~Donald Duck Trump https://t.co/O4oDz9tzYx https://t.co/XKTWdb4uMh",27,7,190202,https://pbs.twimg.com/profile_images/1220881222676701185/pQ7_Cq52_normal.jpg,Tomi T Ahonen Standing With Ukraine,https://twitter.com/tomiahonen,"badd is da baddiest badd is so badd badd is baddly bigly rt  dont want people to know that we lost

donald duck trump",0.0,0.1
64,joe_carona,https://twitter.com/joe_carona/status/1582955844055941120,2022-10-20 04:44:17+00:00,"@scottllynn @altNOAA @DonaldJTrumpJr You’re from California, nobody cares.  You’re land is sinking .",0,0,1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Joe carona,https://twitter.com/joe_carona,youre from california nobody cares  youre land is sinking,0.0,0.0
65,B75807113Sharon,https://twitter.com/B75807113Sharon/status/1582955826800906240,2022-10-20 04:44:13+00:00,@MonicaCrowley Donald Trump and his family got the shot,0,0,27,https://pbs.twimg.com/profile_images/1466217158652973062/WnByr1Yo_normal.jpg,Sharon Bennett,https://twitter.com/B75807113Sharon,donald trump and his family got the shot,0.0,0.0
66,ConservativeO17,https://twitter.com/ConservativeO17/status/1582955770496356353,2022-10-20 04:44:00+00:00,"Republicans Preparing to Impeach Biden After Midterms

#Trump #trumpRally #DonaldTrump 

#trumpwon #TrumpWasRightAboutEverything 

#TRUMP2024ToSaveAmerica

#MAGA #2AMaga #ULTRAMAGA

https://t.co/iydjO2zcL3",0,0,3308,https://pbs.twimg.com/profile_images/1531666468517068800/cCRy1Bg0_normal.jpg,Conservative Opinion,https://twitter.com/ConservativeO17,republicans preparing to impeach biden after midterms,0.0,0.0
67,YonYonsonWI,https://twitter.com/YonYonsonWI/status/1582955749604720640,2022-10-20 04:43:55+00:00,"@NickAdamsinUSA Too busy worshipping the greatest alpha male of them all, Donald J Trump. The same reason evangelicals don't talk about God anymore.",1,0,182,https://pbs.twimg.com/profile_images/1486815153157025802/30uCg7WD_normal.jpg,Yon Yonson Wi,https://twitter.com/YonYonsonWI,too busy worshipping the greatest alpha male of them all donald j trump the same reason evangelicals dont talk about god anymore,0.275,0.38125000000000003
68,mindful_PR_,https://twitter.com/mindful_PR_/status/1582955672257167360,2022-10-20 04:43:36+00:00,@_elizbieber @MarkoSilberhand @DonaldJTrumpJr I hope she got a huuuuge settlement.,0,0,298,https://pbs.twimg.com/profile_images/1172349830749835264/0zM4hUoz_normal.jpg,Mindful Public Relations Prof,https://twitter.com/mindful_PR_,i hope she got a huuuuge settlement,0.0,0.0
69,iWeStayUnited,https://twitter.com/iWeStayUnited/status/1582955656033681408,2022-10-20 04:43:32+00:00,“Men build too many walls and not enough bridges.” - Joseph Fort Newton the Profiling Muslims from coming to America is common sense - Donald Trump,0,0,9,https://pbs.twimg.com/profile_images/1059650678870695936/_8g8Fosr_normal.jpg,WO/MEN,https://twitter.com/iWeStayUnited,men build too many walls and not enough bridges  joseph fort newton the profiling muslims from coming to america is common sense  donald trump,0.06666666666666667,0.5
70,alvin_awgaines,https://twitter.com/alvin_awgaines/status/1582955615898722304,2022-10-20 04:43:23+00:00,Donald Trump and his Republicans would like to stop the cost of living increase that we will get in January they would also like to stop voting rights for people of color and they want to take away women's rights. This is unconstitutional in voters should not allow this to happen,0,0,8,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Againes,https://twitter.com/alvin_awgaines,donald trump and his republicans would like to stop the cost of living increase that we will get in january they would also like to stop voting rights for people of color and they want to take away women rights this is unconstitutional in voters should not allow this to happen,0.0,0.0
71,truthserum305,https://twitter.com/truthserum305/status/1582955594352189442,2022-10-20 04:43:18+00:00,"@MarshaBlackburn Marsha, Hillary Clinton sat 11 hours being interrogated by duffless Republicans, and was not convicted, can you say that Donald Trump ever sat before anything other than watching an insurrection of the Capitol for 3 hours, and 8 minutes",0,0,260,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Michael Gibbons,https://twitter.com/truthserum305,marsha hillary clinton sat  hours being interrogated by duffless republicans and was not convicted can you say that donald trump ever sat before anything other than watching an insurrection of the capitol for  hours and  minutes,-0.125,0.375
72,raggapegs,https://twitter.com/raggapegs/status/1582955577998573569,2022-10-20 04:43:14+00:00,"Former president donald trump is a traitor.
#LockHimUpAlready
https://t.co/dhOqXDkvSk",4,3,54190,https://pbs.twimg.com/profile_images/1457087702608797701/W2rzcQrB_normal.jpg,Voice of Reason,https://twitter.com/raggapegs,former president donald trump is a traitor,0.0,0.0
73,SocratesBigBird,https://twitter.com/SocratesBigBird/status/1582955551327408129,2022-10-20 04:43:07+00:00,"Former President Donald Trump the pedophile who's been accused of rape by multiple women (including one 13 yo victim)
&amp; has more than 18 sexual assault accusers

has done a staggering amnt of national &amp; global damage via his incompetence-including his catastrophic Covid response. https://t.co/Gi7FOX3AO4",8,5,19668,https://pbs.twimg.com/profile_images/1582446389157629953/FaH4vlks_normal.jpg,PointLogic,https://twitter.com/SocratesBigBird,"former president donald trump the pedophile who been accused of rape by multiple women including one  yo victim
 has more than  sexual assault accusers

has done a staggering amnt of national  global damage via his incompetenceincluding his catastrophic covid response",0.15416666666666667,0.23055555555555554
74,ConservativeO17,https://twitter.com/ConservativeO17/status/1582955518896656384,2022-10-20 04:43:00+00:00,"Cheney Focused on Trump as Rumors Swirl 

#Trump #trumpRally #DonaldTrump 

#trumpwon #TrumpWasRightAboutEverything 

#TRUMP2024ToSaveAmerica

#MAGA #2AMaga #ULTRAMAGA

https://t.co/zaLt0rfBhW",0,0,3308,https://pbs.twimg.com/profile_images/1531666468517068800/cCRy1Bg0_normal.jpg,Conservative Opinion,https://twitter.com/ConservativeO17,cheney focused on trump as rumors swirl,0.0,0.0
75,MSgtRas,https://twitter.com/MSgtRas/status/1582955502954160130,2022-10-20 04:42:56+00:00,@heidiganahl keeps bringing #DonaldTrump ideas up that are not good for us. She wants to take away women’s rights and lies,0,0,2,https://pbs.twimg.com/profile_images/1479934241622294533/PpMPJl6X_normal.jpg,Larry Rasmussen,https://twitter.com/MSgtRas,keeps bringing  ideas up that are not good for us she wants to take away womens rights and lies,-0.07499999999999998,0.35000000000000003
76,FreeManThink1,https://twitter.com/FreeManThink1/status/1582955493978673152,2022-10-20 04:42:54+00:00,@mrfunnysmart @OHAOregon @ChristineDrazan @senbetsyjohnson @TinaKotek When will we get a @DonaldJTrumpJr @POTUS45 @PapiTrumpo endorsement for @ChristineDrazan? 🇺🇸First!!!,0,0,396,https://pbs.twimg.com/profile_images/1577515041284575232/6onmirz8_normal.jpg,FreeManThink,https://twitter.com/FreeManThink1,when will we get a    endorsement for  first,0.0,0.0
77,joe_carona,https://twitter.com/joe_carona/status/1582955420548595712,2022-10-20 04:42:36+00:00,@BethT79 @SniderandSons @DonaldJTrumpJr You look like a man or a tranny,0,0,1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Joe carona,https://twitter.com/joe_carona,you look like a man or a tranny,0.0,0.0
78,DisinfectBigots,https://twitter.com/DisinfectBigots/status/1582955357663477761,2022-10-20 04:42:21+00:00,How many #crimes does #DonaldTrump have to commit before he is indicted?  #WhitePrivilege to the Nth degree!  #Seriously,0,1,716,https://pbs.twimg.com/profile_images/1024420396601204736/0KRJWYCZ_normal.jpg,Recreational Bigot Destroyer,https://twitter.com/DisinfectBigots,how many  does  have to commit before he is indicted   to the nth degree,0.14583333333333334,0.5833333333333333
79,iheartracism,https://twitter.com/iheartracism/status/1582955355889598464,2022-10-20 04:42:21+00:00,"Donald Trump is so idiotic that he had the full disposal of the governmental military establishment, but he replied on unarmed half-drunk meth heads to enact his terrorist coup. What a dummy.",0,0,13,https://pbs.twimg.com/profile_images/1582957971759591425/XSlXRE0d_normal.jpg,Innican Mcguire (8x vaxx),https://twitter.com/iheartracism,donald trump is so idiotic that he had the full disposal of the governmental military establishment but he replied on unarmed halfdrunk meth heads to enact his terrorist coup what a dummy,-0.13888888888888887,0.49444444444444446
80,grantwmsbot,https://twitter.com/grantwmsbot/status/1582955350029836288,2022-10-20 04:42:19+00:00,Donald Trump should ban Fire Emblem from the US That will stop the waifu revolution,0,0,41,https://pbs.twimg.com/profile_images/755076370565242881/qQjpMKhr_normal.jpg,Grant Bot,https://twitter.com/grantwmsbot,donald trump should ban fire emblem from the us that will stop the waifu revolution,0.0,0.0
81,Eireternal1,https://twitter.com/Eireternal1/status/1582955321684697088,2022-10-20 04:42:13+00:00,@DonaldJTrumpJr Dude would snap you in half.,0,0,18,https://pbs.twimg.com/profile_images/1239706138976768000/_muDtXEx_normal.jpg,Steven Sheffey,https://twitter.com/Eireternal1,dude would snap you in half,-0.16666666666666666,0.16666666666666666
82,ConservativeO17,https://twitter.com/ConservativeO17/status/1582955267150336000,2022-10-20 04:42:00+00:00,"DOJ Inspector General Rocked by New Investigation

#Trump #trumpRally #DonaldTrump 

#trumpwon #TrumpWasRightAboutEverything 

#TRUMP2024ToSaveAmerica

#MAGA #2AMaga #ULTRAMAGA

https://t.co/xOxi3P98oi",0,0,3308,https://pbs.twimg.com/profile_images/1531666468517068800/cCRy1Bg0_normal.jpg,Conservative Opinion,https://twitter.com/ConservativeO17,doj inspector general rocked by new investigation,0.09318181818181819,0.4772727272727273
83,QuestBlackbeard,https://twitter.com/QuestBlackbeard/status/1582955198745411584,2022-10-20 04:41:43+00:00,"@NickAdamsinUSA I've discovered the problem with @GOP-#MAGA... they're possessed by an evil #racist demon named ""#ChosenOne""... AKA Donald Trump!",0,0,1373,https://pbs.twimg.com/profile_images/1557875667798315008/9rknEBEe_normal.jpg,"Nov 8 2022, ⚓️🌊🌊We take out GOP #Nazis!",https://twitter.com/QuestBlackbeard,ive discovered the problem with  theyre possessed by an evil  demon named  aka donald trump,-1.0,1.0
84,randomtrump1,https://twitter.com/randomtrump1/status/1582955181180088320,2022-10-20 04:41:39+00:00,Random Trump https://t.co/RRVXTXV2qj - #randomtrump #trump #donaldtrump #giphy #gif #gifs https://t.co/3sIhnlFvr8,0,0,140,https://pbs.twimg.com/profile_images/1167060770536009728/ky7lZ8pT_normal.jpg,RandomTrump.com,https://twitter.com/randomtrump1,random trump,-0.5,0.5
85,charliePA5,https://twitter.com/charliePA5/status/1582955125559422978,2022-10-20 04:41:26+00:00,@DonaldJTrumpJr What do you know about the military? At least 3 generations of Trumps have never served.,0,0,24,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,linda taylor,https://twitter.com/charliePA5,what do you know about the military at least  generations of trumps have never served,-0.2,0.25
86,BrianWrightShow,https://twitter.com/BrianWrightShow/status/1582955123537752064,2022-10-20 04:41:25+00:00,@DonaldJTrumpJr Agreed,0,0,2,https://pbs.twimg.com/profile_images/1547237459615965185/8oZGH21r_normal.jpg,Brian Wright,https://twitter.com/BrianWrightShow,agreed,0.0,0.0
87,ChinaAmerican,https://twitter.com/ChinaAmerican/status/1582955109327126530,2022-10-20 04:41:22+00:00,"@NHasan_1 @SweetPeaPatriot 💙 Hassan, if Donald Trump comes back on Twitter it will make Elon Musk even richer. Although I think Mr. Trump should profit from it as well. Maybe they could combine companies🦋",0,0,1528,https://pbs.twimg.com/profile_images/898698500744945665/y6YHqs2g_normal.jpg,china clark,https://twitter.com/ChinaAmerican,hassan if donald trump comes back on twitter it will make elon musk even richer although i think mr trump should profit from it as well maybe they could combine companies,0.0,0.0
88,GaryLanePeters1,https://twitter.com/GaryLanePeters1/status/1582955075525566464,2022-10-20 04:41:14+00:00,"Supreme Court rejects former President Donald Trump's request to intervene in Mar-a-Lago documents fight
https://t.co/Slr1TVDINL",1,0,5074,https://pbs.twimg.com/profile_images/921567939580645381/RCP6qUzK_normal.jpg,Gary Lane Peters1,https://twitter.com/GaryLanePeters1,supreme court rejects former president donald trump request to intervene in maralago documents fight,0.0,0.0
89,QuestBlackbeard,https://twitter.com/QuestBlackbeard/status/1582955032986935296,2022-10-20 04:41:04+00:00,"@StephenM I've discovered the problem with @GOP-#MAGA... they're possessed by an evil demon named ""#ChosenOne""... AKA Donald Trump!",0,0,1373,https://pbs.twimg.com/profile_images/1557875667798315008/9rknEBEe_normal.jpg,"Nov 8 2022, ⚓️🌊🌊We take out GOP #Nazis!",https://twitter.com/QuestBlackbeard,ive discovered the problem with  theyre possessed by an evil demon named  aka donald trump,-1.0,1.0
90,newsoneplace,https://twitter.com/newsoneplace/status/1582955019569352704,2022-10-20 04:41:01+00:00,(https://t.co/7XmLgOtXn8):10/19: #Red and #Blue : Which voting groups hold major influence in the midterms? What probes and legal battles lie ahead for former President Donald Trump. .. https://t.co/FbXldpUIgb,0,0,1149,https://pbs.twimg.com/profile_images/1393992289446412290/YHcCY0t3_normal.jpg,NewsOnePlace.com,https://twitter.com/newsoneplace,and   which voting groups hold major influence in the midterms what probes and legal battles lie ahead for former president donald trump,0.052500000000000005,0.16
91,ConservativeO17,https://twitter.com/ConservativeO17/status/1582955015383179266,2022-10-20 04:41:00+00:00,"Trump Makes Eye-Opening Claim on Mar-A-Lago Evidence 

#Trump #trumpRally #DonaldTrump 

#trumpwon #TrumpWasRightAboutEverything 

#TRUMP2024ToSaveAmerica

#MAGA #2AMaga #ULTRAMAGA

https://t.co/cPgXrVsKar",0,0,3308,https://pbs.twimg.com/profile_images/1531666468517068800/cCRy1Bg0_normal.jpg,Conservative Opinion,https://twitter.com/ConservativeO17,trump makes eyeopening claim on maralago evidence,0.0,0.0
92,Kingart65581165,https://twitter.com/Kingart65581165/status/1582955012715876353,2022-10-20 04:40:59+00:00,"Invisible Patriot🇺🇸 Replying to @JoeBiden😖:
Will you ever apologize for being the #BidenWorstPresidentInHistory ?
Also think about the threat of Nuclear War🤯,we didn't have that with President Donald Trump🇺🇸🐦!
#LetsGoBrandon #FJBiden #BidenIsADisgrace https://t.co/NeEkmuu4ys",2,1,1764,https://pbs.twimg.com/profile_images/1464476292062093312/Wlez5Yzx_normal.jpg,KingArthur Victory👑⚔️🕎🇳🇱🐄🚜🌳💗,https://twitter.com/Kingart65581165,"invisible patriot replying to  you ever apologize for being the  
also think about the threat of nuclear warwe didnt have that with president donald trump",0.0,0.0
93,diamondgirl2018,https://twitter.com/diamondgirl2018/status/1582954955190607873,2022-10-20 04:40:45+00:00,@MJEGames @RyanZwang @woodmaster04216 @Armydad771 @Cbrucell752 @AmyJeanTyler @DonaldJTrumpJr It's illegal to price gauge...why hasn't Biden done anything about it? He put them on 'notice 7 months ago...hint- they are not price gauging and @joebiden is begging our enemies for oil.,0,0,2022,https://pbs.twimg.com/profile_images/1526847598107058177/BqF38HJI_normal.jpg,Annie L,https://twitter.com/diamondgirl2018,it illegal to price gaugewhy hasnt biden done anything about it he put them on notice  months agohint they are not price gauging and  is begging our enemies for oil,-0.5,0.5
94,QuestBlackbeard,https://twitter.com/QuestBlackbeard/status/1582954913105350658,2022-10-20 04:40:35+00:00,"@NickAdamsinUSA I've discovered the problem with @GOP-#MAGA... they're possessed by an evil demon named ""#ChosenOne""... AKA Donald Trump!",0,0,1373,https://pbs.twimg.com/profile_images/1557875667798315008/9rknEBEe_normal.jpg,"Nov 8 2022, ⚓️🌊🌊We take out GOP #Nazis!",https://twitter.com/QuestBlackbeard,ive discovered the problem with  theyre possessed by an evil demon named  aka donald trump,-1.0,1.0
95,joe_carona,https://twitter.com/joe_carona/status/1582954899897487361,2022-10-20 04:40:32+00:00,@DonaldJTrumpJr He’s the poster boy for what all Pennsylvania’s look like lol,0,0,1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Joe carona,https://twitter.com/joe_carona,hes the poster boy for what all pennsylvanias look like lol,0.8,0.7
96,wowwashington,https://twitter.com/wowwashington/status/1582954876761702400,2022-10-20 04:40:27+00:00,@DonaldJTrumpJr Your lies about SS staying for free or cost is disgusting. #trumpricoact,0,0,30,https://pbs.twimg.com/profile_images/76066221/meonfloor_normal.jpg,Peter Sheppard,https://twitter.com/wowwashington,your lies about ss staying for free or cost is disgusting,-0.3,0.9
97,TomthunkitsMind,https://twitter.com/TomthunkitsMind/status/1582954858902335488,2022-10-20 04:40:22+00:00,Trump may have more STOLEN or MISSING classified documents. The department of national intelligence is doing a RISK ASSESSMENT to see if Donald Trump got anybody killed or allowed foreign governments to access our secret national defense information. https://t.co/Jphd52VPRM 05,7,4,88041,https://pbs.twimg.com/profile_images/1432506031633018885/9OiUrioG_normal.jpg,Tomthunkit™,https://twitter.com/TomthunkitsMind,trump may have more stolen or missing classified documents the department of national intelligence is doing a risk assessment to see if donald trump got anybody killed or allowed foreign governments to access our secret national defense information,-0.085,0.275
98,USTrooper11B,https://twitter.com/USTrooper11B/status/1582954857379471360,2022-10-20 04:40:22+00:00,@JamesWe70210481 Liar…just like the head of your cult &amp; Vladimir Putin’s bitch : Donald Trump…,0,0,137,https://pbs.twimg.com/profile_images/1565537030972379137/zpAw-GPN_normal.jpg,OAM,https://twitter.com/USTrooper11B,liarjust like the head of your cult  vladimir putins bitch  donald trump,0.0,0.0
99,juliebaden7,https://twitter.com/juliebaden7/status/1582954821203955712,2022-10-20 04:40:13+00:00,"@ACTBrigitte Just switch the Joe Biden to Donald tRump. There, I agree with you.",0,0,255,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Football is back!! Browns and OH-IO or O-HI-O.,https://twitter.com/juliebaden7,just switch the joe biden to donald trump there i agree with you,0.0,0.0
100,msjeanettek,https://twitter.com/msjeanettek/status/1582954807320465409,2022-10-20 04:40:10+00:00,Donald Trump https://t.co/0dzQXZFjEN,0,0,70,https://pbs.twimg.com/profile_images/772177341732630529/t8TwVoiz_normal.jpg,Jeanette,https://twitter.com/msjeanettek,donald trump,0.0,0.0
